id,document,label
4503538,방금 EBS에서 봤슴 정말 최고! 아이들에겐 꼭 아름다운 추억이 필요한 것 같습니다,1
10191523,재밌는데?!일락이연기잘해요,1
1972869,죽어도 해피엔딩.. 리메이크 잘했네요.... 웃음은 2배가 된듯,1
1214560,정말 최고의 발레댄서들이 나왔다 ..,1
9672439,니코틴 청소기 루시퍼ㅋㅋㅋ,1
9268793,삶은 순간의 연속이다.,1
2055856,스토리를떠나서 꽤 감동적인,1
8988420,우리는 항상 더러운 현실일수록 밝고 찬란한 미래를 꿈꾸기 마련이다.하지만 그렇게 될 수 없다는 건 다 알고 있다.그건 희망에 지나지 않는다. 왜 우리는 생각했던 대로 로봇같이 움직이지 못할까... 어쩌면 우리는 태어날때부터 '운'을 타고난 게 아닐까?,1
1045645,적절하다,1
9488373,꼬라기 非추천 영화.... the 10th ?상실 → 상처 → 후회 → 추억 →→→ 그리움 ....삶이 당신을 必要(Necessary)로 하고 있습니까?아니면.... 당신에게 삶이 필요합니까?http://me2.do/FJtbrCiA,1
7533839,"약간,.예상할수잇는 스토리엿지만 only hope 정말좋았고 맨디무어 정말 예뻣다",1
6993527,비행기 폭파씬은 아직도 기억나는 명장면.,1
9425151,완전 최고희망fc친구들이 꿈을 꼭 이룰수 있기를?,1
578975,최고,1
8281198,장난감으로 전쟁무기를 만든다는내용이 현대사회의 살상무인로봇을 예견하고 만든것같아 섬뜩한영화. 재미도있고,1
7091066,"기구한 인생, 숨막힐 듯한 스토리 전개, 윌리엄 허트라는 배우의 발견, 그리고 복수와 집념",1
4634448,제프 브리지스의 연기력 다시한번 놀라게 하네요. 음악도 너무 좋았습니다.,1
6999435,이나영 넘 귀여워 ㅋㅋ 귀여운 영화인거 같다.,1
8012940,이게 액션이다.,1
9806861,공유 연기장난아니네 내용도 빵빵하네..,1
6364169,"우리와 같은, 그렇지만 한계가 있는 그들의 모습에 울고 웃었던 영화 안녕, 하세요!",1
6374811,제목그대로 박애가 넘치는구나. 물론 세가지 중에서.,1
1437852,아픔과 외로움이 전해졌다.,1
9719137,어이상실의 한계를 깨준영화..그래서 10점ㅋ,1
8583507,초중반까지는 왜 장르에 스릴러가 포함되어있는지 몰랐다.,1
333656,뭐 볼만했다. 으헤헤,1
9377433,로버트 존쿠삭 존재감으로 본다 ㅎ,1
9249137,운동능력은 취팔로마~,1
10235132,지금까지도 지금부터도 이런명작은 나오기힘들듯,1
5129312,종교적인 접근을 제하더라도 비주얼만으로 충분히 어필할 수 있는거 같은데 평점은..,1
8543414,중간부터 봤는데 너무 잼있어서 1회부터 다시보는데 1회부터 잼있네요 ㅋ10회 줄어서 속상해요 그냥 120부작 으로 끝내지 ㅠㅠ 꼴리티 있는 드라마 ㅋ,1
6078882,이시영씨 너무 귀여워서 아주 죽겠어요. 대사하나하나 너무 웃기고 재밌음,1
9427429,멍하니 생각이 잠기게 되는 영화였다..댓글로 알게된 사실이지만 구혜선이 감독이였다니생각지도 못했내 십점준다,1
3935439,ほんとうに面白かったよ。彼女もかわいいし。,1
8634127,열번은 본 듯실화 최고임,1
7542781,고요하고 아름다운.. 내가 좋아하는 그런 영화.. 가슴의 상처를 넘어..,1
2325255,재미있긴 하는데 보고 싶네요. ^^,1
4894632,말이 필요 있나?,1
10068000,이래서 설경구 설경구 하는구나를 알게 되었습니다 . 설경구씨 화이팅!,1
9319473,애들이 넘 귀엽네요 >ㅁ< 근데 더 많은 애들이 왔으면 좋겠어요 근데 별더주고 싶네요~,1
6580455,젝스키스 해체된거 너무 아쉬워 해체한지 12년이나됐지만,1
9613948,"진지한 감동, 차가운 역사",1
7091076,정말좋은드라마인데 학교랑마의에묻혀서안타깝다ㅠ 최시원도멋있고 김명민도멋있고 정려원도멋있고 배우들다멋있게나오던데♥ 안보신분들 꼭 재방송같은걸로다시보세요!!!!정말재밌어요ㅎㅎㅎㅎㅎㅎ,1
2597370,진짜재밌었는데이거!!!!!!!!!!!!!!!!!!!!!!!!!제목도맘에들고ㅋㅋㅋㅋㅋㅋ,1
6826521,부산엔 왜 상영관이 없지.... 부산 극장의 현실인가 아 보고싶다,1
9891398,엇갈린 사랑 해보신 분들께 추천 합니다.,1
9835473,말이 필요하겠는가. 내 인생 최고의 애니메이션 중 하나라고 자부할 수 있다.,1
9266697,음악 쌤이 틀어줬는데 넘 재미씀 ㅎㅎ 자다가 일나서 봤넹~,1
9549963,저는 개인적으로 재밌게 보았습니다 ^^,1
8789096,이렇게 훌륭한 영화가 있었군요 옛날영화이다보니 연출부분이 좀 어색하긴 해도 훌륭한 영화입니다.,1
10079858,버스에서 보다가 눈물 흘렸다.. 아 창피해 ;;,1
9651903,더빙도음악도짱짱 요즘만화영화보다 90~2000년대초반것들이 훨씬낫다,1
10179360,good good good good,1
7064792,볼만함,1
5502026,최고?,1
9172303,의미도 있고 재밌는 영화임. 왜 이렇게 평점이 낮은지 이해가 안될 정도로,1
9744152,이 영화는 재미가 있고 하는게 아니라 포르코의 멋진 중저음의 매료될 수 있는 충분한 영화이다 게다가 중간중간에 나오는 던지는 듯한 말투도 정말 멋있다.,1
7475588,아래아랫분 말씀처럼 당분간 딴 영환 못 보겠다. 리턴 재개봉 추진까페를 만들어야 한다.....이런 영화가 단 두 군데서 상영해서 고작 전국1500명이 봤다는 사실에 탄식이 절로 나온다. 아 극장에서 봤어야 하는데 ㅠ_ㅠ,1
8647626,"내 나이 14살에 이런 멋진 동시같은 영화는 처음이다. 장르를 건너뛰고 대한민국 최고 영화라고 난 생각한다. 하늘이 두쪽나는 일이 있어도 훈훈하고, 슬프고, 아름다운 공포물은 다시 나오지 못할것이다♥♥",1
2015516,진지하게 보면 우리나라 정서엔 불쾌하지만 코믹으로 본다면 배꼽 그 이상을 잡는다.,1
5665864,아 이 영화였구나... ocn에서 본 기억이!,1
8810211,"1986년 고등학교 1학년, 중간고사가 끝나고 학교 강당에서 단체관람을 했다.그때는 이 영화가 그렇게 유명한 영화인지도 몰랐고. 로버트 드니로, 메릴 스트립도 몰랐다. 오늘 EBS 에서 거의 30년만에 이 영화를 다시 본다.",1
5164035,볼만한 영화인것 같음,1
9462131,"강인이 주축으로 엠버,육성재가 잘조합이 되서 방송 재밌게 잘 이끌어나가는거같아 재밌다.",1
5172213,남들이 뭐라하건 내가 스스로해내면 되는것이다...ㅎㅎ,1
10003653,어째서 ? 존.나재미있었는데 왜 ? 평점이 이래 ?개굿인데,1
9380182,무슨 말이 필요하겠나...,1
1782530,칵테일 맛 제대로다,1
9499602,다행이다. 무간도를 본 시기가 내 인생에서 가장 내가 젊고 두뇌가 잘돌아가는 시기여서.,1
9220043,좋은 영화. 폴뉴먼 주연 심판과 더불어 법정드라마로써 손색이 없네요.,1
9775255,예전엔 다이해안가는거투성이라 노잼이엇는대 나도다컷고 내용을이해하니 너무슬프다 ㅠㅜ 배경음악이랑너무잘맞는다 연기도다너무좋앗고,1
10088251,엄청 재밌었어요!!김효진씨 넘 이쁘구요 스토리도 애절하고 영상미도 최고인 영화..옛날영화지만 이렇게까지 영상미가 뛰어난 영화는 처음이에요!!2편은 안나오나요??,1
6976742,진짜 대박영화!소름돋을정도로 잘만든영화...,1
9473755,넘 재밌어요~^^대박,1
7458992,브레드피트의 명 연기..!! 역시 브레드피트 라는 생각이 드는 영화!!!,1
10227498,흠뻑 취했습니다 결말이 아쉬워서 후버포닉 노래 좀 들었더니 괜찮아 졌네요,1
849766,이거 밤에 불꺼놓고 이어폰으로 보면 제대로 피똥쌈..,1
9140869,"""이 영화 소장하고 싶은데 DVD 언제나와요? 개봉한 지 벌써 다섯달 지났는데 이제 DVD판 나올 때 되지 않았나? 이보다 늦게 개봉한 """"가시""""도 벌써 나왔고 '인간중독""""도 다음달 나오다는데...""",1
10252597,지금봐도 재밌음 ㅋㅋ 주옥같은 연기반전의 반전 평점 10점입니다.,1
6593288,아주 유쾌함,1
9312136,급하게마무리짓는거빼곤 엄태웅연기쩔음 김민준도멋잇고,1
8478467,난 잼있던데ㅋㅋ인터넷이 발달되고 쇼셜커머스가 판을 치면서 영화 줄거리를 대충 알고 영화를 보기 때문에 평론은 거의 전문가 수준급들. 다 철학적이야ㅋ,1
4090542,원작을봤기때문에내용이해는문제없었지만 중간중간잘린내용들이아쉽ㅠ 그래도재밌음ㅎ,1
9494992,또 봐도 좋다. OO전 영화인가요. 참 이젠 다르게 보이네요.,1
2755635,잘만들어다,1
10002342,선유야 사랑해 우리 좀있다가 보자!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!♥!!,1
8751987,재미도 있고 웃기기도 하다.,1
9294288,수강이가 행복했으면 좋겠다.,1
9847177,마지막말이 와닿는다... 술먹고 봐주는게 어디잇냐 그럼술먹고 운전한건 안봐주고 술먹고 애를 저리만든건 봐준다고? 이말듣고 울컥햇다.;;;,1
7325482,아이고 내 배꼽,1
8022761,나 아는 미국분이 한국에서 태어나 일본에서 학교다니며 자랐는데 많은 차별과 괴롭힘속에서도 졸업해야한다는 이유하나로 버티고 졸업한날 괴롭히던 일본친구들 다 조져버렸고 그분은 졸업하고 미국으로 이민가셨다 그래도 그시절일본동경이 그리우시다고..,1
7305230,뱀파이어 영화중에서 탑3안에 드는 굉장히 매혹적인 영화! 뱀파이어의 어둠의 매력을 극대화한 작품!,1
3989222,"평범한 이야기속에 쏟아지는 예술적 감각의 폭포수, 페넬로페는 역시 여신",1
8339553,독특한 소재에 신선한 감동을 주는 판타지 멜로 드라마,1
9772690,놓치면 후회하는 드라마... 그만큼 진짜 재밌고 많은걸 생각해볼 수 있게됨...,1
9461401,아름다운 영화라고 밖에 표현할게 없다.,1
9138488,사랑해보지 못한 사람마저 사랑의 아픔이란 감정을 느낄 수 있게 만드는 가슴아픈 영화. 키아누 보다 게리 올드만이 되어보고 싶게끔 만드는 사람을 시리게 하는 명작,1
9964471,"정말 내용부터 배우들 연기, 배경, 대사 모든것이 대단한 영화라고 생각합니다.",1
2248002,시사로 봤어요...뭐라 말할수 없는 감동이...여주인공 정말 내면연기 잘하더군요..,1
9438047,줄거리만으로도 눈물을 흘리게 만드는 영화,1
7502515,예술은 죽지 말아야 한다,1
8629216,출연진들봐라 소름끼친다!!!,1
8941057,오빠들♥너무 귀엽고 멋져요♥b1a4의 어느멋진날 흥해라~♥사랑해요♥,1
4580012,짜증나는 영화여 이것도 영화요,1
8359819,영화를 보니 왜 수작이라고 하는지 알수있었음 긴 러닝타임이 하나도 지루하지 않았던 영화,1
6258143,드라마중 유일하게 열심히 재미있게 보았는데 끝나버려 아쉽군요. 고생많으셨습니다~,1
9531580,Tv에서 봄.욕망과 본성... 좋음,1
6558520,굿,1
6526570,"한번도 안움, 대신 미소는 나더라 저렇게 삶에 애착을 갖고 포기하지 않고 살아가는게 대견했음",1
9712896,완전 울었어요 ㅠㅠ잼따,1
6563196,공유님의 연기 잘보고있습니다 연기가 정말 맛깔스럽고 같은 맘인것처럼 느껴지네요 좋은연기 감사해요,1
7657066,많은 생각을 하게 만들어주네요,1
1685720,헐.. 이게 모의고사 듣기평가에 나오다니.....,1
8417511,"원작과같이 메로,니아 등이출현한다면 시리즈가 더늘어났겠지 원작을 영화화한작품치곤 되게잘만듬 그리고 캐스팅도 다괜찮음",1
3564573,사랑을 모르는 사람을 이해못함.,1
9839180,생각보다 너무너무 재밌어요 영화관에서 볼걸 아쉽네요ㅠㅠㅠㅠ,1
2956534,꺄아 마지막에 다크케로로 짱귀엽>▽<,1
8969569,이 영화 처음보고 한 일주일동안은 멍-했다...,1
9027796,남매의 순수함과 따뜻한 마음이 영화 내내 미소짖게하는 감동을 준다,1
5502336,생각의 차이,1
5724688,아이맥스3D로 개봉하지 아쉽ㅋㅋㅋㅋㅋㅋㅋㅋ,1
9818793,아이디어가 참 좋은 영화였던거 같아요!아톰이 우승 했으면 좋았을것 같았는데~ 어쨋든 참 재미있게 볼수 있었던 최고의 영화였어요. 리얼스틸2가 나오면 꼭 볼꺼에요!,1
1070793,유로트립보다 훨훨훨~씬 더 웃기고 재밌다..ㅎㅎ,1
7280347,진심감동명작ㅠㅠ,1
2413568,치즈루가 살렸어...,1
6294747,주인공 아이들..잘 지내고 있을지 궁금하네요...너무 가슴아퍼,1
2893108,제임스 캐그니..이 불멸의 대배우여..!,1
9564005,영화 끝나갈때 까지 매순간 긴장을 놓칠 수 없었다. 스릴 대박!! 여자라서 이런 장르 별로 안좋아하는데 진짜 재밌게 잘봤음 ㅠ 이런 영화 또 없나?,1
5288436,괜찮은데? 허나 알리슨 로먼이 벗은건 충격 -_-;;,1
7376695,마지막 한방에 별 한개반 더 ㅎㅎㅎㅎㅎㅎ 아 웃음난다 ㅎㅎㅎㅎ,1
4302976,헐 이연걸이 길들여 졋어 샹 ㅠㅠ,1
9975499,"재미있게 봤던 영화, 좋았던 영화~",1
3255717,쵝오!^^,1
7504579,한국에도 이런영화가 있다니,1
1176425,몰입해서 봤다.. 쇼헤이의 다른작품을 찾아 봐야 겠다..,1
7075668,여주예쁨~♥ㅎㅎ 개념있는 영화,1
160979,원작의 이야기가 배우들의 연기와 잘 어우러진 영화,1
2385102,왜 평점이 낮은지 이해가안간다 그당시에 이정도면 훌륭하다 아니 나에겐최고였다,1
6824660,저는 정말 감동깊게 봣습니다 재밋게 봣으니 저는 긴말없이 10점,1
4694529,최고,1
4547838,토니의 눈이 너무 슬프다,1
3003509,이은성 너무 예쁘다,1
1167867,결론은 아방궁에서 인육쓴거 맞구요 이건 정말 짱!,1
9573837,현재까지 서양 스타일리쉬 느와르의 정점.,1
9843363,극 중에 나오는 평면적인 캐릭터가 조금 아쉬워서 별 반개는 빼긴 했지만 정말 엄청나게 여운남는 작품이었습니다. 이런영화야말로 극장에서 봤어야 했는데...시기를 놓친게 너무 아쉽네요.감독님의 다음 작품이 기대가 되요! 진짜 완전강추!!,1
3764933,전태일 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
4448987,평점이 이상하게 낮은게 마음에 들지 않아서....,1
6412058,아이들은 어른의 거울이라는 말이 사실인듯,1
7662004,요즘 보기든문 내용의 드라마임,1
3034310,굿 간만에 제대로댄 영화하나 건진,1
7178873,장애인이든 비장애인이든 같은 생각과 걱정을 하고 있다는 생각이 들었습니다 많은 분들이 보았으면 좋겠어요,1
4484345,그녀의 깊고 검은눈과 압도적인 작품들에 단숨에 빠져들었다,1
3147078,아주 우울한 영화.......,1
10121815,초딩때본 최고의 감동 물론 지금봐도 아련하다,1
1190297,무슨말이 필요한가,1
10071154,독립영화 같지않은 완성도 배우들의 연기도 훌륭하고 감독이 주고자 하는 메세지도 좋았다,1
9554348,화미소녀들의 속시원한 액션이 그럴듯한 오락영화,1
4193390,저망재밌어여사회에관한내용 정막죽여요,1
36067,"한없이 사람좋을 것같은 맷데이먼과 악역전문 존보이트, 좋은 배우만으로도.",1
2613448,굿~!,1
7554724,아ㅜㅠ진심재밌엉ㅋ,1
3633804,남자 턱주가리가 2개로 갈라져있는 모습을 그린 작품,1
9027434,만만치 않은 수목드라마 3개 중 1위를 차지한 드라마인만큼 너무 너무 재밌어요ㅎㅎ후회되지 않는 드라마~~^^♡♡배우님들이 연기를 ㄴㅓ무 잘해요..ㄷㄷ 이준기짱ㅎㅎ,1
9030107,"""의도는 이해가 가나, 심령적인 부분을 제외했다면 선이 더 강했을 """" i """" / 스페니쉬 필름안에 있는 하비에르 바르뎀!!""",1
10097152,이 영화를 보고 암이 나았다...평점깍아내리는 아래 낚시글 쓰는 이기적인놈들아 고만좀 해라...좋은건 나누는거다 ...,1
10233326,독립영화 기대안하고 봤다가 감정이입 에 집중되는 영화인듯 영상미와 여운이 남네요 마지막 더원의 노래가 머리속에 남습니다,1
7885792,최근에 봤지만 그래도 생생하고 무섭고 재미있음,1
6871802,다니엘의 눈빛을 봤다면 이런 평점 줄수밖에,1
9986401,말이필요없다.... 아버지의 마음... 진심으로 꼭봐야할 명작이다..,1
9207708,2빨리나와라 ㅋㅋ 제작한다고했던데 ㅋ,1
8695539,정말 최고다 역시 류승완감독,1
4264504,재밌어요,1
10238866,머리털 나고서 네이버에 평점해보긴 첨이네,1
3760505,재미있어요,1
8615159,엄청재미잇써써요꼬마영웅프로디활티팅,1
3690736,이 드라마가 9점대가 넘지않는다는건.. 말이안되 빨리 9점넘기자!,1
7896797,한국 리얼리티의 진수 이만희 감독의 우수작! 역시 고전이 아름답다!,1
9868203,난 진짜 재밌게봤는데 ㅋㅋ,1
5380732,미야자키팬이에요. 그녀의영화중 두번째로재밌었어요,1
4919851,잔잔한게 뒤에 밀려 오는 감정이 좀 오래갈거 같네요 ;; 무튼 좋은 영화인건 확실!!,1
9753655,여자애가 대단하네 한 남자에대한 지독한 집착과 사랑 이 영화보고 실버스톤 이란 배우를 처음알았네요,1
3375595,"참 좋은 영화다,",1
5437853,책을읽는 분위기네요,1
3435272,진짜 대박 재밌다!!완전짱임!!,1
2114420,보면서 날 위해 만들어진 영화란 생각이 들었어요.,1
6997924,정말 재밌었습니다.^^,1
8719593,"""아직도 그대사 기억남 ."""" 지금 나를 유혹하는 건가?? """"""",1
8289291,와...지금봐도 옛날영화같지않네,1
8172221,잼나요 잼나요 좀비영화,1
8964597,결혼하고 오수민씨의 연기가 좀더매끄러움,1
8358369,내용 전개도 ㅃㅏ르고 공감하며 볼 수 있는 드라마에요! 이제부터 본방 사수! 출연진 짱 좋아요!,1
8186636,내 인생 최고의 쓰래셔 영화. 요즘 쓰래셔영화 거의 망했는데 이런 수작이 있다니이 영화 개 쩔어.최고의 결말.공포영화 좋아하시는 분들 꼭 보삼. 개 잼있음. 3대 쓰레셔영화 보다 더 잼있음.평점따위... 보는 눈이 없네 진짜. 애들영화나 보고 와라,1
6405197,아직 반년 남긴 했지만...인현왕후의 남자는 의심할 여지없는 올해 최고의 드라마!!!,1
6508879,영화 내용도 좋았고 솔직히 어메이징 스파이더맨 보다 재밌었는데 왜 평점이 이따구인지....,1
4846291,정말 부드러운 분위기에 짠한 감동이 있는 피터레빗처럼 아름다운 영화,1
10086499,어두웠던 세상이 하나의 피해자,1
9870124,2시간 러닝타임 완전 몰입. 평점 때문에 안 볼 뻔. 그래서 십점,1
3576434,볼 때 마다 다른 것을 가져가요 느낌이 좋은 영화,1
6386155,멋있다 ㅋㅋ 통쾌함,1
1068590,장난안치고최고..,1
7475387,"영상미,음악, 촬영기법, 연기 , 최고네요.. 피를 부르지 않는 통쾌한 복수. 최고네요.",1
5943241,완전잼나!,1
8837747,보면서 너무 유쾌하게 봤내요 ㅎㅎ 레이첼 맥아담스 웃는게 너무 매력적이에용~!!,1
9643770,잘보구 왔습니다 ㅠㅠ역시 한지원 감독님..!코피루왁에서 눈물흘리면서 힐링 잘했습니다ㅠㅠ????배경도 너무 아름다웠고 좋은 애니메이션 만들어주셔서 감사합니다♥?????,1
2589933,"역쉬 mbc표 드라마 코믹드라마 지대로 잘 표현하는듯, 에릭연기도 일품! 최고",1
9665667,동물들의 따뜻함을 보여주는 영화엿어요.,1
9770072,"특별하지 않은 특별한 사랑..이토록 말없고, 또 단순한 내용임에도 글을 읽듯 또박또박 장면들을 읽어 나가게 하는 묘한 매력의 영화. '이별연습'에서의 리첸의 울음은 내가 본 가장 아름다운 여성의 울음이다. 미처 놓친 감정을 읽기위해 다시 봐야할 영화.",1
10000307,스릴러 반전영화 대표작 연기력도 좋고 구성도 좋고,1
8323977,우아하다는 말에 공감 ㅎㅎ,1
6864828,친구의 의미가 더 깊게 다가오네요 추천합니다^^,1
3152275,안타깝다.사랑할 줄 모르는 여자가,1
2993966,꿈을 위해 살아가는게 나와 닮았다.,1
10067544,"영화를 보는데...가슴이 아려 온다...ㅜ,.ㅜ",1
4358186,히스토리X 이후 에드워드 노튼의 가장 최고연기라고 생각함.,1
8229534,그래도 오로라 보다는 덜 막장인듯 . 거긴 사람을 죽여서 하차 시킴... 루비반지는 얼굴 바꾼게 말안되긴 하는데 다른부분은 걍 진짜 허영심 많은 동생이 지는 지가 친딸아닌거 아니까 욕심 부린듯.실제로도 진짜 저렇게 이기적인 사람 있음..,1
10209902,"오, 캡틴! 마이 캡틴!",1
5682285,그렇지 이것이야말로 퍼니게임이지..최고의 살인마들.. 나도 끼워줘!!,1
4921371,타이타닉 따윈 이영화 평점의 반도안된다 ^^,1
1292419,전이거 넘잼게 봣는데... 성룡아씨 70살까지 영화 찍어요!,1
7457162,나홀로집에와더불어 나의최고의영화..,1
8721481,최고다..인간 뭐 별거있나? 한번 태어난 인생 즐기다가 늙어 죽는거지..당시 최고 섹시미녀 방희도 최고.,1
9925715,소설도 훌륭하지만 우리나라 배우들과 감독의 연출도 대단한 !,1
110039,너무 오래되서 기억이 안난다. 최민식이 어디서 나온지..,1
8631984,"각각의 사랑이야기~ 너무너무기분좋아지는 영화다. 그중에서 에단호크,샤이아라보프 좋다",1
7459369,잔잔하고 볼만한 영화,1
9823691,내평점아버지께서 나 2007년인가 2008년인가 초등학생때 티비틀면 개그야 겁나하고 환상의 커플 하던 한창 비디오에서 DVD로 갈아타질때 빌려왔던 영화 아버지께선 틀어놓고 주무셨지만 난 조폭영화 되게 재밌어해서 끝까지 보고 녹화했던 기억이 난다ㅎㅎ,1
8679244,"훌륭한 영화인데, 의외로 평점이 낮아 놀랐다. 샤롤리즈테론의 매력에 빠져 처음엔 허우적거렸지만, 처음부터끝까지 눈을 못떼고 봤는데..",1
4218262,또 하나의 재미를 찾을 수 있는 영화다. 다큐의 힘!,1
10221946,존 말코비치 내 인생을 통해 가장 사랑하는 배우.. 이만큼 존재감이 있는 사람을 본적이 없다. 말투는 또 어찌나 섹시한지...,1
8585589,객관적으로 전쟁이라는 것을 느끼게 해준 다큐. 감독이 의도한 것인지는 모르겠지만 전쟁의 비인간성을 뒤통수 후드려 패는 듯한 느낌으로 와닿게 해줬다. 죽은 사람이 도살된 가축처럼 느껴지고 사람을 죽이는 것을 정당화 해야만 미치지 않는 곳이 전쟁이였다.,1
6137515,이영화가 왜 흥행에 성공을 못했을까? 이해가 않간다는...',1
756938,very good,1
19153,와우 시걸형님 짱!,1
6341853,웃음과 감동을 동시에 느낄 수 있는 영화^^ 주변에 강추하고 있어요!,1
611025,웃김,1
10156938,재밌다!!! 우울했는데 기분 좋아짐,1
7309610,이걸 보고나서 다른 일드가 성에 안차서 큰일이다,1
9442349,최근 본 영화중 가장 재밌네요~,1
4425366,"'미셸 미셸' 단지 이름을 부르는 것만으로 가장 많은 이의 심금을 울린 영화,",1
3855964,나 이거 군대에서 봤는데......10점을 줄수 밖에 없네..,1
9113177,사실 묘사가 잘된 작품 끔직한 하루하루를 견뎌 3096일 만에 탈출,1
349383,"단순한 스토리이지만, 계속 빠져드는 그리고 아름다운..",1
9632130,좋았습니다 네 진짜로 좋았습니다,1
9040966,이순신 캐릭터하면 김명민 생각남 ㅋㅋ 근데 픽션이 가미된건 어쩔수없지. 다 그정도는 가만하고 보는거 아님?,1
1269518,"반드시, 꼭. 끝까지 봐야하는 영화",1
10165079,5편 로그네이션에 너무 실망해서 다시 찾아왔다. 이정도 걸작을 지금은 만들지 못한다는것이 슬퍼진다.,1
8260818,별 다섯개도 모자라요ㅜㅜ딸들이랑 보는데 눈물 펑펑 ㅜㅜ나오는 노래도 다 좋구요애들이랑 보기에 넘 좋아요!애들도 넘 잼있다네요,1
9183445,그들은 끝내 바다의 석양을 보진 못했다 하지만 그바다는 죽기에 너무 멋진 바다였다,1
7521730,재미있겠다...,1
